legal_name,lei,uid_ch,domicile_country,hq_city,hq_region,geneva_link,source_key,retrieved_at
3M,,,,,,,index_universe,2026-07-07T20:39:30Z
3M COMPANY,LUZQVYP4VS22CLWDAR65,262413,US,St. Paul,US-MN,none,gleif,2026-07-19T02:41:34Z
3i,,,,,,,index_universe,2026-07-07T20:39:37Z
A. O. Smith,,,,,,,index_universe,2026-07-07T20:39:30Z
ABB Ltd,5493000LKVGOO9PELI61,CHE-101.049.653,CH,Zurich,CH-ZH,none,gleif,2026-07-19T02:41:12Z
ABBOTT LABORATORIES,HQD377W2YR662HK5JX27,08142220,US,Green Oaks,US-IL,none,gleif,2026-07-19T02:41:32Z
AES Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
AEVIS VICTORIA SA,8945007IU37NXIYRG176,CHE-100.842.382,CH,Fribourg,,unresolved,gleif,2026-07-19T02:41:27Z
AGC Inc.,,,,,,,index_universe,2026-07-07T20:39:39Z
AIA Group Limited,,,HK,,,,index_universe,2026-07-07T20:39:40Z
ALCON AG,549300LDT5AP8S0NBM78,CHE-234.781.164,CH,FRIBOURG,CH-FR,none,gleif,2026-07-19T02:41:25Z
ALSO Holding AG,529900ACS8A6PTQI6141,CHE100000259,CH,Emmen,CH-LU,none,gleif,2026-07-19T02:41:14Z
ANA Holdings Inc.,,,,,,,index_universe,2026-07-07T20:39:39Z
ANGLO AMERICAN PLC,549300S9XF92D1X8ME43,03564138,GB,LONDON,GB-ENG,none,gleif,2026-07-19T02:41:32Z
ANZ Bank,,,,,,,index_universe,2026-07-07T20:39:42Z
APA Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
ARYZTA AG,549300W2PUDQQVRD8W85,CHE-114.160.610,CH,ZÜRICH,CH-ZH,none,gleif,2026-07-19T02:41:31Z
ASMALLWORLD AG,506700FU4FBA20IS2771,CHE356811383,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:25Z
ASML Holding,,,Netherlands,,,,index_universe,2026-07-07T20:39:38Z
AT&T,,,,,,,index_universe,2026-07-07T20:39:30Z
AUTONEUM HOLDING AG,549300FL07XZC5MNXS47,CHE-116.315.303,CH,WINTERTHUR,CH-ZH,none,gleif,2026-07-19T02:41:20Z
AbbVie,,,,,,,index_universe,2026-07-07T20:39:30Z
Abbott Laboratories,,,,,,,index_universe,2026-07-07T20:39:30Z
Aberdeen Group,,,,,,,index_universe,2026-07-07T20:39:37Z
Accelleron Industries AG,254900KS0MD2PAARXD14,CHE-270.303.139,CH,Baden,CH-AG,none,gleif,2026-07-19T02:41:28Z
Accenture,,,,,,,index_universe,2026-07-07T20:39:30Z
Accor,,,,,,,index_universe,2026-07-07T20:39:36Z
Addex Therapeutics Ltd,89450068Y9KVP2MQGH86,CHE-113.514.094,CH,Plan-Les-Ouates,,unresolved,gleif,2026-07-19T02:41:16Z
Adecco Group AG,NI14Y5UMU60O7JE9P611,CHE107031232,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:10Z
Adidas,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
Admiral Group,,,,,,,index_universe,2026-07-07T20:39:37Z
Adobe Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
Advanced Micro Devices,,,,,,,index_universe,2026-07-07T20:39:30Z
Advantest Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Adyen,,,Netherlands,,,,index_universe,2026-07-07T20:39:38Z
"Aeon Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Aflac,,,,,,,index_universe,2026-07-07T20:39:30Z
Agilent Technologies,,,,,,,index_universe,2026-07-07T20:39:30Z
Agnico Eagle Mines Limited,,,,,,,index_universe,2026-07-07T20:39:33Z
Ahold Delhaize,,,Netherlands,,,,index_universe,2026-07-07T20:39:38Z
Air Liquide,,,France,,,,index_universe,2026-07-07T20:39:38Z
Air Products,,,,,,,index_universe,2026-07-07T20:39:30Z
Airbnb,,,,,,,index_universe,2026-07-07T20:39:30Z
Airbus,,,France,,,,index_universe,2026-07-07T20:39:38Z
Airtel Africa,,,,,,,index_universe,2026-07-07T20:39:37Z
"Ajinomoto Co., Inc.",,,,,,,index_universe,2026-07-07T20:39:39Z
Akamai Technologies,,,,,,,index_universe,2026-07-07T20:39:30Z
Albemarle Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
Alexandria Real Estate Equities,,,,,,,index_universe,2026-07-07T20:39:30Z
Alibaba Group,,,,,,,index_universe,2026-07-07T20:39:40Z
Alibaba Health,,,,,,,index_universe,2026-07-07T20:39:40Z
Align Technology,,,,,,,index_universe,2026-07-07T20:39:30Z
Alimentation Couche-Tard Inc.,,,CA,,,,index_universe,2026-07-07T20:39:33Z
Allegion,,,,,,,index_universe,2026-07-07T20:39:30Z
Alliance Witan,,,,,,,index_universe,2026-07-07T20:39:37Z
Alliant Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Allianz,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
Allreal Holding AG,5067006XH174LA44H658,CHE101079312,CH,Baar,CH-ZG,none,gleif,2026-07-19T02:41:08Z
Allstate,,,,,,,index_universe,2026-07-07T20:39:30Z
Alphabet Inc. (Class A),,,,,,,index_universe,2026-07-07T20:39:30Z
Alphabet Inc. (Class C),,,,,,,index_universe,2026-07-07T20:39:30Z
Alpine Select AG,506700VJZ26IVEV9XH10,CHE103607759,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:13Z
"Alps Alpine Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Altria,,,,,,,index_universe,2026-07-07T20:39:30Z
Amada Co. Ltd.,,,,,,,index_universe,2026-07-07T20:39:39Z
Amazon,,,,,,,index_universe,2026-07-07T20:39:30Z
Amcor,,,,,,,index_universe,2026-07-07T20:39:42Z
Ameren,,,,,,,index_universe,2026-07-07T20:39:30Z
American Electric Power,,,,,,,index_universe,2026-07-07T20:39:30Z
American Express,,,,,,,index_universe,2026-07-07T20:39:30Z
American International Group,,,,,,,index_universe,2026-07-07T20:39:30Z
American Tower,,,,,,,index_universe,2026-07-07T20:39:30Z
American Water Works,,,,,,,index_universe,2026-07-07T20:39:30Z
Ameriprise Financial,,,,,,,index_universe,2026-07-07T20:39:30Z
Ametek,,,,,,,index_universe,2026-07-07T20:39:30Z
Amgen,,,,,,,index_universe,2026-07-07T20:39:30Z
Amphenol,,,,,,,index_universe,2026-07-07T20:39:30Z
Amrize AG,529900SLCCO6K43P8146,CHE-238.689.758,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:31Z
Analog Devices,,,,,,,index_universe,2026-07-07T20:39:30Z
Anglo American plc,,,,,,,index_universe,2026-07-07T20:39:37Z
Anheuser-Busch InBev,,,Belgium,,,,index_universe,2026-07-07T20:39:38Z
Anta Sports,,,,,,,index_universe,2026-07-07T20:39:40Z
Antofagasta plc,,,GB,,,,index_universe,2026-07-07T20:39:37Z
Aon plc,,,,,,,index_universe,2026-07-07T20:39:30Z
"Aozora Bank, Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Apollo Global Management,,,,,,,index_universe,2026-07-07T20:39:30Z
AppLovin,,,,,,,index_universe,2026-07-07T20:39:30Z
Apple Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
Applied Materials,,,,,,,index_universe,2026-07-07T20:39:30Z
Aptiv,,,,,,,index_universe,2026-07-07T20:39:30Z
Arbonia AG,52990053OCTMTW77M139,CHE-106.181.952,CH,Arbon,CH-TG,none,gleif,2026-07-19T02:41:19Z
ArcelorMittal,,,,,,,index_universe,2026-07-07T20:39:36Z
Arch Capital Group,,,,,,,index_universe,2026-07-07T20:39:30Z
Archer Daniels Midland,,,,,,,index_universe,2026-07-07T20:39:30Z
Archion Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Ares Management,,,,,,,index_universe,2026-07-07T20:39:30Z
Argenx,,,Netherlands,,,,index_universe,2026-07-07T20:39:38Z
Arista Networks,,,,,,,index_universe,2026-07-07T20:39:30Z
Aristocrat Leisure,,,,,,,index_universe,2026-07-07T20:39:42Z
Arthur J. Gallagher & Co.,,,,,,,index_universe,2026-07-07T20:39:30Z
"As of 15 June 2026[update], the company with the largest influence on the index is Tokyo Electron",,,,,,,index_universe,2026-07-07T20:39:39Z
"Asahi Group Holdings, Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Asahi Kasei Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Ascom Holding AG,506700ZQR2RU51M31817,CHE102333654,CH,Baar,,unresolved,gleif,2026-07-19T02:41:10Z
Associated British Foods,,,,,,,index_universe,2026-07-07T20:39:37Z
Assurant,,,,,,,index_universe,2026-07-07T20:39:30Z
Astellas Pharma Inc.,,,,,,,index_universe,2026-07-07T20:39:39Z
AstraZeneca,,,,,,,index_universe,2026-07-07T20:39:37Z
Atmos Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
AutoZone,,,,,,,index_universe,2026-07-07T20:39:30Z
Autodesk,,,,,,,index_universe,2026-07-07T20:39:30Z
Automatic Data Processing,,,,,,,index_universe,2026-07-07T20:39:30Z
Autotrader Group,,,,,,,index_universe,2026-07-07T20:39:37Z
AvalonBay Communities,,,,,,,index_universe,2026-07-07T20:39:30Z
Avery Dennison,,,,,,,index_universe,2026-07-07T20:39:30Z
Aviva,,,,,,,index_universe,2026-07-07T20:39:37Z
Avolta AG,549300X53WDBVW7TIF57,CHE-110.286.241,CH,Basel,CH-BS,none,gleif,2026-07-19T02:41:14Z
Axa,,,France,,,,index_universe,2026-07-07T20:39:38Z
Axon Enterprise,,,,,,,index_universe,2026-07-07T20:39:30Z
BACHEM HOLDING AG,506700S81111XI7TG884,CHE107906534,CH,Bubendorf,CH-BL,none,gleif,2026-07-19T02:41:29Z
BAE Systems,,,,,,,index_universe,2026-07-07T20:39:37Z
BANQUE CANTONALE DE GENÈVE,549300ZEFUWWFTP7BA50,CHE-105.981.074,CH,GENEVA,CH-GE,domicile,gleif,2026-07-19T02:41:32Z
BANQUE CANTONALE DU JURA SA,549300BLETICMY13WN65,CHE-105.905.618,CH,PORRENTRUY,CH-JU,none,gleif,2026-07-19T02:41:24Z
BANQUE CANTONALE DU VALAIS,549300YI34DX51LRGS71,CHE-105.845.241,CH,SION,CH-VS,none,gleif,2026-07-19T02:41:23Z
BARRY CALLEBAUT AG,213800Y5RWKLDPUTT265,CHE-106.118.646,CH,ZURICH,CH-ZH,none,gleif,2026-07-19T02:41:09Z
BASF,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
BB Biotech AG,391200MBZQNPFHIVKO34,CHE-102.169.627,CH,Schaffhausen,CH-SH,none,gleif,2026-07-19T02:41:17Z
BBVA,,,Spain,,,,index_universe,2026-07-07T20:39:38Z
BCE Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
BELIMO Holding AG,506700339DLX749VEM23,CHE100925186,CH,Hinwil,CH-ZH,none,gleif,2026-07-19T02:41:28Z
BELLEVUE GROUP AG,549300K4OOI7NV0BQ816,CHE-103.354.475,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:16Z
BHP,,,,,,,index_universe,2026-07-07T20:39:42Z
BKW AG,549300IE30SKTUO98Q38,CHE283101148,CH,Bern,CH-BE,none,gleif,2026-07-19T02:41:20Z
BMW,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
BNP Paribas,,,France,,,,index_universe,2026-07-07T20:39:38Z
BNY Mellon,,,,,,,index_universe,2026-07-07T20:39:30Z
BOC Hong Kong (Holdings) Ltd,,,,,,,index_universe,2026-07-07T20:39:40Z
BP,,,,,,,index_universe,2026-07-07T20:39:37Z
BT Group,,,,,,,index_universe,2026-07-07T20:39:37Z
BVZ Holding AG,506700R7ZF010M400A82,CHE101105659,CH,Brig,CH-VS,none,gleif,2026-07-19T02:41:08Z
"BXP, Inc.",,,,,,,index_universe,2026-07-07T20:39:30Z
BYD Company,,,,,,,index_universe,2026-07-07T20:39:40Z
BYD Electronics,,,,,,,index_universe,2026-07-07T20:39:40Z
Babcock International,,,,,,,index_universe,2026-07-07T20:39:37Z
Baidu,,,,,,,index_universe,2026-07-07T20:39:40Z
Baker Hughes,,,,,,,index_universe,2026-07-07T20:39:30Z
Ball Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
Banco Santander,,,Spain,,,,index_universe,2026-07-07T20:39:38Z
"Bandai Namco Holdings, Inc.",,,,,,,index_universe,2026-07-07T20:39:39Z
Bank of America,,,US,,,,index_universe,2026-07-07T20:39:30Z
Bank of China Ltd,,,,,,,index_universe,2026-07-07T20:39:40Z
Bank of Montreal,,,,,,,index_universe,2026-07-07T20:39:33Z
Bank of Nova Scotia,,,,,,,index_universe,2026-07-07T20:39:33Z
Banque Cantonale Vaudoise,K1MOBB3OPSBBQO554R76,CHE105934376,CH,Lausanne,CH-VD,none,gleif,2026-07-19T02:41:27Z
Barclays,,,,,,,index_universe,2026-07-07T20:39:37Z
Barratt Redrow,,,,,,,index_universe,2026-07-07T20:39:37Z
Barrick Mining Corporation,,,,,,,index_universe,2026-07-07T20:39:33Z
Basellandschaftliche Kantonalbank,529900TPRILCY8WVKI23,CHE-108.954.470,CH,Liestal,CH-BL,none,gleif,2026-07-19T02:41:05Z
"Basilea Pharmaceutica AG, Allschwil",391200TTZP8EIPSJ5J20,CHE101175068,CH,Basel,CH-BS,none,gleif,2026-07-19T02:41:10Z
Basler Kantonalbank,HV5W8PGLJ127N2SFSM23,CHE108954493,CH,Basel,CH-BS,none,gleif,2026-07-19T02:41:09Z
Baxter International,,,,,,,index_universe,2026-07-07T20:39:30Z
Baycurrent Inc.,,,,,,,index_universe,2026-07-07T20:39:39Z
Bayer,,,Germany,,,,index_universe,2026-07-07T20:39:38Z
Beazley,,,,,,,index_universe,2026-07-07T20:39:37Z
Becton Dickinson,,,,,,,index_universe,2026-07-07T20:39:30Z
Beiersdorf,,,,,,,index_universe,2026-07-07T20:39:34Z
Bell Food Group AG,50670090YSFJ2732TD58,CHE105805112,CH,Basel,CH-BS,none,gleif,2026-07-19T02:41:24Z
Berkshire Hathaway,,,,,,,index_universe,2026-07-07T20:39:30Z
Berner Kantonalbank AG,4T0J6O251JXNEB0VEZ08,CHE108955216,CH,Bern,CH-BE,none,gleif,2026-07-19T02:41:09Z
Best Buy,,,,,,,index_universe,2026-07-07T20:39:30Z
Bio-Techne,,,,,,,index_universe,2026-07-07T20:39:30Z
BioVersys AG,894500UFIGC75NPZEZ68,CHE-114.512.761,CH,Basel,CH-BS,none,gleif,2026-07-19T02:41:21Z
Biogen,,,,,,,index_universe,2026-07-07T20:39:30Z
BlackRock,,,,,,,index_universe,2026-07-07T20:39:30Z
Blackstone Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
Block,,,,,,,index_universe,2026-07-07T20:39:42Z
"Block, Inc.",,,,,,,index_universe,2026-07-07T20:39:30Z
Boeing,,,,,,,index_universe,2026-07-07T20:39:30Z
Booking Holdings,,,,,,,index_universe,2026-07-07T20:39:30Z
Bossard Holding AG,5067001959OEPG6X8016,CHE102904137,CH,Zug,CH-ZG,none,gleif,2026-07-19T02:41:21Z
Boston Scientific,,,,,,,index_universe,2026-07-07T20:39:30Z
Bouygues,,,,,,,index_universe,2026-07-07T20:39:36Z
Brambles,,,,,,,index_universe,2026-07-07T20:39:42Z
Brenntag,,,,,,,index_universe,2026-07-07T20:39:34Z
Bridgestone Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
Bristol Myers Squibb,,,,,,,index_universe,2026-07-07T20:39:30Z
British American Tobacco,,,,,,,index_universe,2026-07-07T20:39:37Z
British Land,,,,,,,index_universe,2026-07-07T20:39:37Z
Broadcom,,,,,,,index_universe,2026-07-07T20:39:30Z
Broadridge Financial Solutions,,,,,,,index_universe,2026-07-07T20:39:30Z
Brookfield Asset Management Ltd.,,,,,,,index_universe,2026-07-07T20:39:33Z
Brookfield Corporation,,,CA,,,,index_universe,2026-07-07T20:39:33Z
Brookfield Infrastructure Partners L.P.,,,,,,,index_universe,2026-07-07T20:39:33Z
Brown & Brown,,,,,,,index_universe,2026-07-07T20:39:30Z
Brown–Forman,,,,,,,index_universe,2026-07-07T20:39:30Z
Bucher Industries AG,52990014AQ91A29HPB27,CHE-100.619.832,CH,Niederweningen,CH-ZH,none,gleif,2026-07-19T02:41:05Z
Budweiser Brewing Company APAC,,,,,,,index_universe,2026-07-07T20:39:40Z
Builders FirstSource,,,,,,,index_universe,2026-07-07T20:39:30Z
Bunge Global,,,,,,,index_universe,2026-07-07T20:39:30Z
Bunzl,,,,,,,index_universe,2026-07-07T20:39:37Z
Burberry Group,,,,,,,index_universe,2026-07-07T20:39:37Z
Burckhardt Compression Holding AG,5067004N56DLX7GY3E95,CHE109421288,CH,Winterthur,CH-ZH,none,gleif,2026-07-19T02:41:16Z
Bureau Veritas,,,FR,,,,index_universe,2026-07-07T20:39:36Z
Burkhalter Holding AG,3912002Q7RGEIHPQ0J90,CHE101267612,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:21Z
Bystronic AG,529900OG85OX10GRW920,CHE107433300,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:21Z
C Capital Holdings AG,549300UP4QMIDIT51391,CHE101017162,CH,Zurich,CH-ZH,none,gleif,2026-07-19T02:41:08Z
C.H. Robinson,,,,,,,index_universe,2026-07-07T20:39:30Z
CAE Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
CAR Group,,,,,,,index_universe,2026-07-07T20:39:42Z
CASTLE PRIVATE EQUITY AG,549300VE2QDR72P5GI16,CHE-103.559.824,CH,FREIENBACH,,unresolved,gleif,2026-07-19T02:41:19Z
CBRE Group,,,,,,,index_universe,2026-07-07T20:39:30Z
CCL Industries Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
CDW Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
CF Industries,,,,,,,index_universe,2026-07-07T20:39:30Z
CGI Inc.,,,CA,,,,index_universe,2026-07-07T20:39:33Z
CITIC Limited,,,,,,,index_universe,2026-07-07T20:39:40Z
CK Asset Holdings,,,,,,,index_universe,2026-07-07T20:39:40Z
CK Hutchison Holdings Limited,,,HK,,,,index_universe,2026-07-07T20:39:40Z
CLP Holdings Limited,,,HK,,,,index_universe,2026-07-07T20:39:40Z
CME Group,,,,,,,index_universe,2026-07-07T20:39:30Z
CMS Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
CNOOC Limited,,,HK,,,,index_universe,2026-07-07T20:39:40Z
COLTENE Holding AG,894500KE52GRSIVJAP50,CHE-112.678.238,CH,Altstätten,CH-SG,none,gleif,2026-07-19T02:41:16Z
COMPAGNIE FINANCIERE RICHEMONT SA,549300YIPGJ6UX2QPS51,CHE-106.325.524,CH,BELLEVUE,CH-GE,domicile,gleif,2026-07-19T02:41:21Z
CPH Group AG,506700O001G9RW029H49,CHE107912500,CH,Perlen,CH-LU,none,gleif,2026-07-19T02:41:05Z
CRH plc,,,,,,,index_universe,2026-07-07T20:39:30Z
CSL,,,,,,,index_universe,2026-07-07T20:39:42Z
CSPC Pharmaceutical Group,,,,,,,index_universe,2026-07-07T20:39:40Z
CSX Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
CVS Health,,,,,,,index_universe,2026-07-07T20:39:30Z
Cadence Design Systems,,,,,,,index_universe,2026-07-07T20:39:30Z
Calida Holding AG,5067000IPI8X0DOOM496,CHE100688224,CH,Oberkirch LU,CH-LU,none,gleif,2026-07-19T02:41:20Z
Camden Property Trust,,,,,,,index_universe,2026-07-07T20:39:30Z
Cameco Corporation,,,,,,,index_universe,2026-07-07T20:39:33Z
Canadian Imperial Bank of Commerce,,,,,,,index_universe,2026-07-07T20:39:33Z
Canadian National Railway Company,,,,,,,index_universe,2026-07-07T20:39:33Z
Canadian Natural Resources Limited,,,,,,,index_universe,2026-07-07T20:39:33Z
Canadian Pacific Kansas City Limited,,,CA,,,,index_universe,2026-07-07T20:39:33Z
Canadian Tire Corporation Limited,,,,,,,index_universe,2026-07-07T20:39:33Z
Canon Inc.,,,,,,,index_universe,2026-07-07T20:39:39Z
Capgemini,,,FR,,,,index_universe,2026-07-07T20:39:36Z
Capital One,,,,,,,index_universe,2026-07-07T20:39:30Z
Cardinal Health,,,,,,,index_universe,2026-07-07T20:39:30Z
Carlo Gavazzi Holding AG,506700OM0D38V36KOE26,CHE103950708,CH,Steinhausen,CH-ZG,none,gleif,2026-07-19T02:41:31Z
Carnival Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
Carrefour,,,,,,,index_universe,2026-07-07T20:39:36Z
Carrier Global,,,,,,,index_universe,2026-07-07T20:39:30Z
Carvana,,,US,,,,index_universe,2026-07-07T20:39:30Z
Casey's,,,,,,,index_universe,2026-07-07T20:39:30Z
Caterpillar Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
Cboe Global Markets,,,,,,,index_universe,2026-07-07T20:39:30Z
Celestica Inc.,,,CA,,,,index_universe,2026-07-07T20:39:33Z
Cembra Money Bank AG,549300ZDHOETLAIVTE82,CHE115295655,CH,Zürich,CH-ZH,none,gleif,2026-07-19T02:41:21Z
Cencora,,,,,,,index_universe,2026-07-07T20:39:30Z
Cenovus Energy Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
Centene Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
CenterPoint Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Central Japan Railway Company,,,,,,,index_universe,2026-07-07T20:39:39Z
Centrica,,,,,,,index_universe,2026-07-07T20:39:37Z
Cham Swiss Properties AG,50670072J8XF8F091F46,CHE208983733,CH,Cham,CH-ZG,none,gleif,2026-07-19T02:41:27Z
Charles River Laboratories,,,,,,,index_universe,2026-07-07T20:39:30Z
Charles Schwab Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
Charter Communications,,,US,,,,index_universe,2026-07-07T20:39:30Z
Cheung Kong Infrastructure Holdings Limited,,,HK,,,,index_universe,2026-07-07T20:39:40Z
Chevron Corporation,,,,,,,index_universe,2026-07-07T20:39:30Z
China Construction Bank,,,,,,,index_universe,2026-07-07T20:39:40Z
China Hongqiao Group,,,,,,,index_universe,2026-07-07T20:39:40Z
China Life,,,,,,,index_universe,2026-07-07T20:39:40Z
China Merchants Bank,,,HK,,,,index_universe,2026-07-07T20:39:40Z
China Mobile Ltd,,,,,,,index_universe,2026-07-07T20:39:40Z
China Overseas Land & Investment Limited,,,HK,,,,index_universe,2026-07-07T20:39:40Z
China Resources Beer,,,,,,,index_universe,2026-07-07T20:39:40Z
China Resources Land Limited,,,HK,,,,index_universe,2026-07-07T20:39:40Z
China Resources Mixc Lifestyle,,,,,,,index_universe,2026-07-07T20:39:40Z
China Resources Power,,,,,,,index_universe,2026-07-07T20:39:40Z
China Shenhua Energy,,,,,,,index_universe,2026-07-07T20:39:40Z
China Unicom,,,,,,,index_universe,2026-07-07T20:39:40Z
Chipotle Mexican Grill,,,,,,,index_universe,2026-07-07T20:39:30Z
Chocoladefabriken Lindt & Sprüngli AG,529900JYJNNOKKAGK736,CHE-102.232.125,CH,Kilchberg ZH,CH-ZH,none,gleif,2026-07-19T02:41:09Z
Chow Tai Fook,,,,,,,index_universe,2026-07-07T20:39:40Z
Chubb Limited,,,US,,,,index_universe,2026-07-07T20:39:30Z
"Chubu Electric Power Co., Inc.",,,,,,,index_universe,2026-07-07T20:39:39Z
"Chugai Pharmaceutical Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Church & Dwight,,,,,,,index_universe,2026-07-07T20:39:30Z
Cicor Technologies Ltd.,529900PIIUEUGLYD8P70,CHE103362109,CH,Boudry,CH-NE,none,gleif,2026-07-19T02:41:08Z
Ciena,,,,,,,index_universe,2026-07-07T20:39:30Z
Cigna,,,,,,,index_universe,2026-07-07T20:39:30Z
Cincinnati Financial,,,,,,,index_universe,2026-07-07T20:39:30Z
Cintas,,,,,,,index_universe,2026-07-07T20:39:30Z
Cisco,,,,,,,index_universe,2026-07-07T20:39:30Z
Citigroup,,,,,,,index_universe,2026-07-07T20:39:30Z
Citizens Financial Group,,,,,,,index_universe,2026-07-07T20:39:30Z
Clariant AG,529900VSEKBY7TMPP349,CHE103388563,CH,Muttenz,CH-BL,none,gleif,2026-07-19T02:41:10Z
Clorox,,,,,,,index_universe,2026-07-07T20:39:30Z
CoStar Group,,,,,,,index_universe,2026-07-07T20:39:30Z
Coca-Cola Company (The),,,,,,,index_universe,2026-07-07T20:39:30Z
Coca-Cola Europacific Partners,,,,,,,index_universe,2026-07-07T20:39:37Z
Coca-Cola HBC,,,,,,,index_universe,2026-07-07T20:39:37Z
Cochlear,,,,,,,index_universe,2026-07-07T20:39:42Z
Cognizant,,,,,,,index_universe,2026-07-07T20:39:30Z
Coherent Corp.,,,,,,,index_universe,2026-07-07T20:39:30Z
Coinbase,,,,,,,index_universe,2026-07-07T20:39:30Z
Coles Group,,,,,,,index_universe,2026-07-07T20:39:42Z
Colgate-Palmolive,,,,,,,index_universe,2026-07-07T20:39:30Z
Comcast,,,,,,,index_universe,2026-07-07T20:39:30Z
Comet Holding AG,506700PGOL747J76WC96,CHE101348386,CH,Flamatt,CH-FR,none,gleif,2026-07-19T02:41:24Z
Comfort Systems USA,,,,,,,index_universe,2026-07-07T20:39:30Z
Commerzbank,,,,,,,index_universe,2026-07-07T20:39:34Z
Commonwealth Bank,,,,,,,index_universe,2026-07-07T20:39:42Z
Compagnie Financière Tradition SA,213800WCJHNV1PPEAR30,CHE107035129,CH,Lausanne,CH-VD,none,gleif,2026-07-19T02:41:13Z
Compass Group,,,,,,,index_universe,2026-07-07T20:39:37Z
Computacenter,,,,,,,index_universe,2026-07-07T20:39:37Z
Computershare,,,,,,,index_universe,2026-07-07T20:39:42Z
Comsys Holdings Corp.,,,,,,,index_universe,2026-07-07T20:39:39Z
ConocoPhillips,,,US,,,,index_universe,2026-07-07T20:39:30Z
Consolidated Edison,,,US,,,,index_universe,2026-07-07T20:39:30Z
Constellation Brands,,,,,,,index_universe,2026-07-07T20:39:30Z
Constellation Energy,,,,,,,index_universe,2026-07-07T20:39:30Z
Constellation Software Inc.,,,,,,,index_universe,2026-07-07T20:39:33Z
Continental,,,,,,,index_universe,2026-07-07T20:39:34Z
Convatec,,,,,,,index_universe,2026-07-07T20:39:37Z
Cooper Companies (The),,,,,,,index_universe,2026-07-07T20:39:30Z
Copart,,,,,,,index_universe,2026-07-07T20:39:30Z
Corning Inc.,,,,,,,index_universe,2026-07-07T20:39:30Z
Corpay,,,,,,,index_universe,2026-07-07T20:39:30Z
Corteva,,,,,,,index_universe,2026-07-07T20:39:30Z
Costco,,,,,,,index_universe,2026-07-07T20:39:30Z
"Credit Saison Co., Ltd.",,,,,,,index_universe,2026-07-07T20:39:39Z
Croda International,,,,,,,index_universe,2026-07-07T20:39:37Z
CrowdStrike,,,,,,,index_universe,2026-07-07T20:39:30Z
Crown Castle,,,,,,,index_universe,2026-07-07T20:39:30Z
Crédit Agricole,,,,,,,index_universe,2026-07-07T20:39:36Z
Cummins,,,,,,,index_universe,2026-07-07T20:39:30Z
Curatis Holding AG,506700VDL70GGMHR5758,CHE103574108,CH,Liestal,CH-BL,none,gleif,2026-07-19T02:41:31Z
CyberAgent Inc.,,,,,,,index_universe,2026-07-07T20:39:39Z
D. R. Horton,,,,,,,index_universe,2026-07-07T20:39:30Z
DCC plc,,,,,,,index_universe,2026-07-07T20:39:37Z
DKSH HOLDING AG,549300HUUUNHO6FJUS42,CHE-107.828.992,CH,ZÜRICH,CH-ZH,none,gleif,2026-07-19T02:41:20Z
DSM-Firmenich AG,506700G44V67MPM4BI12,CHE441853769,CH,Kaiseraugst,CH-AG,none,gleif,2026-07-19T02:41:29Z
